x	y	showSelected1
1583951400	0	Karnataka
1583951400	0	Maharashtra
1583951400	0	Andhra Pradesh
1584037800	0	Delhi
1584037800	0	Haryana
1584037800	0	Kerala
1584037800	0	Rajasthan
1584037800	0	Telengana
1584037800	0	Uttar Pradesh
1584037800	0	Ladakh
1584037800	0	Tamil Nadu
1584037800	0	Jammu and Kashmir
1584037800	0	Punjab
1584037800	1	Karnataka
1584037800	0	Maharashtra
1584037800	0	Andhra Pradesh
1584124200	1	Delhi
1584124200	0	Haryana
1584124200	0	Kerala
1584124200	0	Rajasthan
1584124200	0	Telengana
1584124200	0	Uttar Pradesh
1584124200	0	Ladakh
1584124200	0	Tamil Nadu
1584124200	0	Jammu and Kashmir
1584124200	0	Punjab
1584124200	1	Karnataka
1584124200	0	Maharashtra
1584124200	0	Andhra Pradesh
1584210600	0	Andhra Pradesh
1584210600	1	Delhi
1584210600	0	Haryana
1584210600	1	Karnataka
1584210600	0	Kerala
1584210600	0	Maharashtra
1584210600	0	Punjab
1584210600	0	Rajasthan
1584210600	0	Tamil Nadu
1584210600	0	Telengana
1584210600	0	Jammu and Kashmir
1584210600	0	Ladakh
1584210600	0	Uttar Pradesh
1584210600	0	Uttarakhand
1584297000	0	Andhra Pradesh
1584297000	1	Delhi
1584297000	0	Haryana
1584297000	1	Karnataka
1584297000	0	Kerala
1584297000	0	Maharashtra
1584297000	0	Odisha
1584297000	0	Punjab
1584297000	0	Rajasthan
1584297000	0	Tamil Nadu
1584297000	0	Telengana
1584297000	0	Jammu and Kashmir
1584297000	0	Ladakh
1584297000	0	Uttar Pradesh
1584297000	0	Uttarakhand
1584383400	0	Andhra Pradesh
1584383400	1	Delhi
1584383400	0	Haryana
1584383400	1	Karnataka
1584383400	0	Kerala
1584383400	1	Maharashtra
1584383400	0	Odisha
1584383400	0	Punjab
1584383400	0	Rajasthan
1584383400	0	Tamil Nadu
1584383400	0	Telengana
1584383400	0	Jammu and Kashmir
1584383400	0	Ladakh
1584383400	0	Uttar Pradesh
1584383400	0	Uttarakhand
1584469800	0	Andhra Pradesh
1584469800	1	Delhi
1584469800	0	Haryana
1584469800	1	Karnataka
1584469800	0	Kerala
1584469800	1	Maharashtra
1584469800	0	Odisha
1584469800	0	Puducherry
1584469800	0	Punjab
1584469800	0	Rajasthan
1584469800	0	Tamil Nadu
1584469800	0	Telengana
1584469800	0	Jammu and Kashmir
1584469800	0	Ladakh
1584469800	0	Uttar Pradesh
1584469800	0	Uttarakhand
1584469800	0	West Bengal
1584556200	0	Andhra Pradesh
1584556200	0	Chhattisgarh
1584556200	1	Delhi
1584556200	0	Haryana
1584556200	1	Karnataka
1584556200	0	Kerala
1584556200	1	Maharashtra
1584556200	0	Odisha
1584556200	0	Puducherry
1584556200	1	Punjab
1584556200	0	Rajasthan
1584556200	0	Tamil Nadu
1584556200	0	Telengana
1584556200	0	Chandigarh
1584556200	0	Jammu and Kashmir
1584556200	0	Ladakh
1584556200	0	Uttar Pradesh
1584556200	0	Uttarakhand
1584556200	0	West Bengal
1584642600	0	Andhra Pradesh
1584642600	0	Chhattisgarh
1584642600	1	Delhi
1584642600	0	Gujarat
1584642600	0	Haryana
1584642600	1	Karnataka
1584642600	0	Kerala
1584642600	1	Maharashtra
1584642600	0	Odisha
1584642600	0	Puducherry
1584642600	1	Punjab
1584642600	0	Rajasthan
1584642600	0	Tamil Nadu
1584642600	0	Telengana
1584642600	0	Chandigarh
1584642600	0	Jammu and Kashmir
1584642600	0	Ladakh
1584642600	0	Uttar Pradesh
1584642600	0	Uttarakhand
1584642600	0	West Bengal
1584729000	0	Andhra Pradesh
1584729000	0	Chhattisgarh
1584729000	1	Delhi
1584729000	0	Gujarat
1584729000	0	Haryana
1584729000	0	Himachal Pradesh
1584729000	1	Karnataka
1584729000	0	Kerala
1584729000	0	Madhya Pradesh
1584729000	1	Maharashtra
1584729000	0	Odisha
1584729000	0	Puducherry
1584729000	1	Punjab
1584729000	0	Rajasthan
1584729000	0	Tamil Nadu
1584729000	0	Telengana
1584729000	0	Chandigarh
1584729000	0	Jammu and Kashmir
1584729000	0	Ladakh
1584729000	0	Uttar Pradesh
1584729000	0	Uttarakhand
1584729000	0	West Bengal
1584815400	0	Andhra Pradesh
1584815400	1	Bihar
1584815400	0	Chhattisgarh
1584815400	1	Delhi
1584815400	1	Gujarat
1584815400	0	Haryana
1584815400	0	Himachal Pradesh
1584815400	1	Karnataka
1584815400	0	Kerala
1584815400	0	Madhya Pradesh
1584815400	2	Maharashtra
1584815400	0	Odisha
1584815400	0	Puducherry
1584815400	1	Punjab
1584815400	0	Rajasthan
1584815400	0	Tamil Nadu
1584815400	0	Telengana
1584815400	0	Chandigarh
1584815400	0	Jammu and Kashmir
1584815400	0	Ladakh
1584815400	0	Uttar Pradesh
1584815400	0	Uttarakhand
1584815400	0	West Bengal
1584901800	0	Andhra Pradesh
1584901800	1	Bihar
1584901800	0	Chhattisgarh
1584901800	1	Delhi
1584901800	1	Gujarat
1584901800	0	Haryana
1584901800	0	Himachal Pradesh
1584901800	1	Karnataka
1584901800	0	Kerala
1584901800	0	Madhya Pradesh
1584901800	2	Maharashtra
1584901800	0	Odisha
1584901800	0	Puducherry
1584901800	1	Punjab
1584901800	0	Rajasthan
1584901800	0	Tamil Nadu
1584901800	0	Telengana
1584901800	0	Chandigarh
1584901800	0	Jammu and Kashmir
1584901800	0	Ladakh
1584901800	0	Uttar Pradesh
1584901800	0	Uttarakhand
1584901800	0	West Bengal
1584988200	0	Andhra Pradesh
1584988200	1	Bihar
1584988200	0	Chhattisgarh
1584988200	1	Delhi
1584988200	1	Gujarat
1584988200	0	Haryana
1584988200	1	Himachal Pradesh
1584988200	1	Karnataka
1584988200	0	Kerala
1584988200	0	Madhya Pradesh
1584988200	2	Maharashtra
1584988200	0	Manipur
1584988200	0	Odisha
1584988200	0	Puducherry
1584988200	1	Punjab
1584988200	0	Rajasthan
1584988200	0	Tamil Nadu
1584988200	0	Telengana
1584988200	0	Chandigarh
1584988200	0	Jammu and Kashmir
1584988200	0	Ladakh
1584988200	0	Uttar Pradesh
1584988200	0	Uttarakhand
1584988200	1	West Bengal
1585074600	0	Andhra Pradesh
1585074600	1	Bihar
1585074600	0	Chhattisgarh
1585074600	1	Delhi
1585074600	1	Gujarat
1585074600	0	Haryana
1585074600	1	Himachal Pradesh
1585074600	1	Karnataka
1585074600	0	Kerala
1585074600	0	Madhya Pradesh
1585074600	3	Maharashtra
1585074600	0	Manipur
1585074600	0	Mizoram
1585074600	0	Odisha
1585074600	0	Puducherry
1585074600	1	Punjab
1585074600	0	Rajasthan
1585074600	0	Tamil Nadu
1585074600	0	Telengana
1585074600	0	Chandigarh
1585074600	0	Jammu and Kashmir
1585074600	0	Ladakh
1585074600	0	Uttar Pradesh
1585074600	0	Uttarakhand
1585074600	1	West Bengal
1585161000	0	Andaman and Nicobar Islands
1585161000	0	Andhra Pradesh
1585161000	1	Bihar
1585161000	0	Chandigarh
1585161000	0	Chhattisgarh
1585161000	1	Delhi
1585161000	0	Goa
1585161000	3	Gujarat
1585161000	0	Haryana
1585161000	1	Himachal Pradesh
1585161000	0	Jammu and Kashmir
1585161000	2	Karnataka
1585161000	0	Kerala
1585161000	0	Ladakh
1585161000	1	Madhya Pradesh
1585161000	3	Maharashtra
1585161000	0	Manipur
1585161000	0	Mizoram
1585161000	0	Odisha
1585161000	0	Puducherry
1585161000	1	Punjab
1585161000	0	Rajasthan
1585161000	1	Tamil Nadu
1585161000	0	Telengana
1585161000	0	Uttarakhand
1585161000	0	Uttar Pradesh
1585161000	1	West Bengal
1585247400	0	Andaman and Nicobar Islands
1585247400	0	Andhra Pradesh
1585247400	1	Bihar
1585247400	0	Chandigarh
1585247400	0	Chhattisgarh
1585247400	1	Delhi
1585247400	0	Goa
1585247400	3	Gujarat
1585247400	0	Haryana
1585247400	1	Himachal Pradesh
1585247400	1	Jammu and Kashmir
1585247400	2	Karnataka
1585247400	0	Kerala
1585247400	0	Ladakh
1585247400	1	Madhya Pradesh
1585247400	4	Maharashtra
1585247400	0	Manipur
1585247400	0	Mizoram
1585247400	0	Odisha
1585247400	0	Puducherry
1585247400	1	Punjab
1585247400	0	Rajasthan
1585247400	1	Tamil Nadu
1585247400	0	Telengana
1585247400	0	Uttarakhand
1585247400	0	Uttar Pradesh
1585247400	1	West Bengal
1585333800	0	Andhra Pradesh
1585333800	0	Andaman and Nicobar Islands
1585333800	1	Bihar
1585333800	0	Chandigarh
1585333800	0	Chhattisgarh
1585333800	1	Delhi
1585333800	0	Goa
1585333800	3	Gujarat
1585333800	0	Haryana
1585333800	1	Himachal Pradesh
1585333800	1	Jammu and Kashmir
1585333800	2	Karnataka
1585333800	0	Kerala
1585333800	0	Ladakh
1585333800	2	Madhya Pradesh
1585333800	5	Maharashtra
1585333800	0	Manipur
1585333800	0	Mizoram
1585333800	0	Odisha
1585333800	0	Puducherry
1585333800	1	Punjab
1585333800	0	Rajasthan
1585333800	1	Tamil Nadu
1585333800	0	Telengana
1585333800	0	Uttarakhand
1585333800	0	Uttar Pradesh
1585333800	1	West Bengal
1585420200	0	Andhra Pradesh
1585420200	0	Andaman and Nicobar Islands
1585420200	1	Bihar
1585420200	0	Chandigarh
1585420200	0	Chhattisgarh
1585420200	2	Delhi
1585420200	0	Goa
1585420200	5	Gujarat
1585420200	0	Haryana
1585420200	1	Himachal Pradesh
1585420200	2	Jammu and Kashmir
1585420200	3	Karnataka
1585420200	1	Kerala
1585420200	0	Ladakh
1585420200	2	Madhya Pradesh
1585420200	6	Maharashtra
1585420200	0	Manipur
1585420200	0	Mizoram
1585420200	0	Odisha
1585420200	0	Puducherry
1585420200	1	Punjab
1585420200	0	Rajasthan
1585420200	1	Tamil Nadu
1585420200	1	Telengana
1585420200	0	Uttarakhand
1585420200	0	Uttar Pradesh
1585420200	1	West Bengal
1585506600	0	Andhra Pradesh
1585506600	0	Andaman and Nicobar Islands
1585506600	1	Bihar
1585506600	0	Chandigarh
1585506600	0	Chhattisgarh
1585506600	2	Delhi
1585506600	0	Goa
1585506600	6	Gujarat
1585506600	0	Haryana
1585506600	1	Himachal Pradesh
1585506600	2	Jammu and Kashmir
1585506600	3	Karnataka
1585506600	1	Kerala
1585506600	0	Ladakh
1585506600	3	Madhya Pradesh
1585506600	8	Maharashtra
1585506600	0	Manipur
1585506600	0	Mizoram
1585506600	0	Odisha
1585506600	0	Puducherry
1585506600	1	Punjab
1585506600	0	Rajasthan
1585506600	1	Tamil Nadu
1585506600	1	Telengana
1585506600	0	Uttarakhand
1585506600	0	Uttar Pradesh
1585506600	1	West Bengal
1585506600	0	Unassigned
1585593000	0	Andhra Pradesh
1585593000	0	Andaman and Nicobar Islands
1585593000	1	Bihar
1585593000	0	Chandigarh
1585593000	0	Chhattisgarh
1585593000	2	Delhi
1585593000	0	Goa
1585593000	6	Gujarat
1585593000	0	Haryana
1585593000	1	Himachal Pradesh
1585593000	2	Jammu and Kashmir
1585593000	3	Karnataka
1585593000	1	Kerala
1585593000	0	Ladakh
1585593000	3	Madhya Pradesh
1585593000	9	Maharashtra
1585593000	0	Manipur
1585593000	0	Mizoram
1585593000	0	Odisha
1585593000	0	Puducherry
1585593000	3	Punjab
1585593000	0	Rajasthan
1585593000	1	Tamil Nadu
1585593000	1	Telengana
1585593000	0	Uttarakhand
1585593000	0	Uttar Pradesh
1585593000	2	West Bengal
1585593000	0	Unassigned
1585679400	0	Andhra Pradesh
1585679400	0	Andaman and Nicobar Islands
1585679400	0	Assam
1585679400	1	Bihar
1585679400	0	Chandigarh
1585679400	0	Chhattisgarh
1585679400	2	Delhi
1585679400	0	Goa
1585679400	6	Gujarat
1585679400	0	Haryana
1585679400	1	Himachal Pradesh
1585679400	2	Jammu and Kashmir
1585679400	0	Jharkhand
1585679400	3	Karnataka
1585679400	2	Kerala
1585679400	0	Ladakh
1585679400	3	Madhya Pradesh
1585679400	9	Maharashtra
1585679400	0	Manipur
1585679400	0	Mizoram
1585679400	0	Odisha
1585679400	0	Puducherry
1585679400	3	Punjab
1585679400	0	Rajasthan
1585679400	1	Tamil Nadu
1585679400	3	Telengana
1585679400	0	Uttarakhand
1585679400	2	Uttar Pradesh
1585679400	3	West Bengal
1585765800	1	Andhra Pradesh
1585765800	0	Andaman and Nicobar Islands
1585765800	0	Assam
1585765800	1	Bihar
1585765800	0	Chandigarh
1585765800	0	Chhattisgarh
1585765800	4	Delhi
1585765800	0	Goa
1585765800	7	Gujarat
1585765800	0	Haryana
1585765800	1	Himachal Pradesh
1585765800	2	Jammu and Kashmir
1585765800	0	Jharkhand
1585765800	3	Karnataka
1585765800	2	Kerala
1585765800	0	Ladakh
1585765800	6	Madhya Pradesh
1585765800	13	Maharashtra
1585765800	0	Manipur
1585765800	0	Mizoram
1585765800	0	Odisha
1585765800	0	Puducherry
1585765800	4	Punjab
1585765800	0	Rajasthan
1585765800	1	Tamil Nadu
1585765800	3	Telengana
1585765800	0	Uttarakhand
1585765800	2	Uttar Pradesh
1585765800	3	West Bengal
1585852200	1	Andhra Pradesh
1585852200	0	Andaman and Nicobar Islands
1585852200	0	Arunachal Pradesh
1585852200	0	Assam
1585852200	1	Bihar
1585852200	0	Chandigarh
1585852200	0	Chhattisgarh
1585852200	4	Delhi
1585852200	0	Goa
1585852200	8	Gujarat
1585852200	0	Haryana
1585852200	1	Himachal Pradesh
1585852200	2	Jammu and Kashmir
1585852200	0	Jharkhand
1585852200	3	Karnataka
1585852200	2	Kerala
1585852200	0	Ladakh
1585852200	6	Madhya Pradesh
1585852200	16	Maharashtra
1585852200	0	Manipur
1585852200	0	Mizoram
1585852200	0	Odisha
1585852200	0	Puducherry
1585852200	5	Punjab
1585852200	0	Rajasthan
1585852200	1	Tamil Nadu
1585852200	7	Telengana
1585852200	0	Uttarakhand
1585852200	2	Uttar Pradesh
1585852200	3	West Bengal
1585852200	0	Unassigned
1585938600	1	Andhra Pradesh
1585938600	0	Andaman and Nicobar Islands
1585938600	0	Arunachal Pradesh
1585938600	0	Assam
1585938600	1	Bihar
1585938600	0	Chandigarh
1585938600	0	Chhattisgarh
1585938600	6	Delhi
1585938600	0	Goa
1585938600	10	Gujarat
1585938600	0	Haryana
1585938600	1	Himachal Pradesh
1585938600	2	Jammu and Kashmir
1585938600	0	Jharkhand
1585938600	3	Karnataka
1585938600	2	Kerala
1585938600	0	Ladakh
1585938600	6	Madhya Pradesh
1585938600	24	Maharashtra
1585938600	0	Manipur
1585938600	0	Mizoram
1585938600	0	Odisha
1585938600	0	Puducherry
1585938600	5	Punjab
1585938600	0	Rajasthan
1585938600	2	Tamil Nadu
1585938600	7	Telengana
1585938600	0	Uttarakhand
1585938600	2	Uttar Pradesh
1585938600	3	West Bengal
1586025000	1	Andhra Pradesh
1586025000	0	Andaman and Nicobar Islands
1586025000	0	Arunachal Pradesh
1586025000	0	Assam
1586025000	1	Bihar
1586025000	0	Chandigarh
1586025000	0	Chhattisgarh
1586025000	7	Delhi
1586025000	0	Goa
1586025000	11	Gujarat
1586025000	1	Haryana
1586025000	1	Himachal Pradesh
1586025000	2	Jammu and Kashmir
1586025000	0	Jharkhand
1586025000	4	Karnataka
1586025000	2	Kerala
1586025000	0	Ladakh
1586025000	9	Madhya Pradesh
1586025000	24	Maharashtra
1586025000	0	Manipur
1586025000	0	Mizoram
1586025000	0	Odisha
1586025000	0	Puducherry
1586025000	5	Punjab
1586025000	0	Rajasthan
1586025000	3	Tamil Nadu
1586025000	7	Telengana
1586025000	0	Uttarakhand
1586025000	2	Uttar Pradesh
1586025000	3	West Bengal
1586111400	3	Andhra Pradesh
1586111400	0	Andaman and Nicobar Islands
1586111400	0	Arunachal Pradesh
1586111400	0	Assam
1586111400	1	Bihar
1586111400	0	Chandigarh
1586111400	0	Chhattisgarh
1586111400	7	Delhi
1586111400	0	Goa
1586111400	12	Gujarat
1586111400	1	Haryana
1586111400	1	Himachal Pradesh
1586111400	2	Jammu and Kashmir
1586111400	0	Jharkhand
1586111400	4	Karnataka
1586111400	2	Kerala
1586111400	0	Ladakh
1586111400	9	Madhya Pradesh
1586111400	45	Maharashtra
1586111400	0	Manipur
1586111400	0	Mizoram
1586111400	0	Odisha
1586111400	0	Puducherry
1586111400	6	Punjab
1586111400	0	Rajasthan
1586111400	5	Tamil Nadu
1586111400	7	Telengana
1586111400	0	Uttarakhand
1586111400	3	Uttar Pradesh
1586111400	3	West Bengal
1586197800	3	Andhra Pradesh
1586197800	0	Andaman and Nicobar Islands
1586197800	0	Arunachal Pradesh
1586197800	0	Assam
1586197800	1	Bihar
1586197800	0	Chandigarh
1586197800	0	Chhattisgarh
1586197800	7	Delhi
1586197800	0	Goa
1586197800	13	Gujarat
1586197800	1	Haryana
1586197800	1	Himachal Pradesh
1586197800	2	Jammu and Kashmir
1586197800	0	Jharkhand
1586197800	4	Karnataka
1586197800	2	Kerala
1586197800	0	Ladakh
1586197800	13	Madhya Pradesh
1586197800	48	Maharashtra
1586197800	0	Manipur
1586197800	0	Mizoram
1586197800	1	Odisha
1586197800	0	Puducherry
1586197800	7	Punjab
1586197800	3	Rajasthan
1586197800	5	Tamil Nadu
1586197800	7	Telengana
1586197800	0	Tripura
1586197800	0	Uttarakhand
1586197800	3	Uttar Pradesh
1586197800	3	West Bengal
1586284200	4	Andhra Pradesh
1586284200	0	Andaman and Nicobar Islands
1586284200	0	Arunachal Pradesh
1586284200	0	Assam
1586284200	1	Bihar
1586284200	0	Chandigarh
1586284200	0	Chhattisgarh
1586284200	9	Delhi
1586284200	0	Goa
1586284200	13	Gujarat
1586284200	3	Haryana
1586284200	1	Himachal Pradesh
1586284200	2	Jammu and Kashmir
1586284200	0	Jharkhand
1586284200	4	Karnataka
1586284200	2	Kerala
1586284200	0	Ladakh
1586284200	13	Madhya Pradesh
1586284200	64	Maharashtra
1586284200	0	Manipur
1586284200	0	Mizoram
1586284200	1	Odisha
1586284200	0	Puducherry
1586284200	7	Punjab
1586284200	3	Rajasthan
1586284200	7	Tamil Nadu
1586284200	7	Telengana
1586284200	0	Tripura
1586284200	0	Uttarakhand
1586284200	3	Uttar Pradesh
1586284200	5	West Bengal
1586370600	4	Andhra Pradesh
1586370600	0	Andaman and Nicobar Islands
1586370600	0	Arunachal Pradesh
1586370600	0	Assam
1586370600	1	Bihar
1586370600	0	Chandigarh
1586370600	0	Chhattisgarh
1586370600	9	Delhi
1586370600	0	Goa
1586370600	16	Gujarat
1586370600	3	Haryana
1586370600	1	Himachal Pradesh
1586370600	4	Jammu and Kashmir
1586370600	0	Jharkhand
1586370600	5	Karnataka
1586370600	2	Kerala
1586370600	0	Ladakh
1586370600	16	Madhya Pradesh
1586370600	72	Maharashtra
1586370600	0	Manipur
1586370600	0	Mizoram
1586370600	1	Odisha
1586370600	0	Puducherry
1586370600	8	Punjab
1586370600	3	Rajasthan
1586370600	8	Tamil Nadu
1586370600	7	Telengana
1586370600	0	Tripura
1586370600	0	Uttarakhand
1586370600	4	Uttar Pradesh
1586370600	5	West Bengal
1586457000	6	Andhra Pradesh
1586457000	0	Andaman and Nicobar Islands
1586457000	0	Arunachal Pradesh
1586457000	0	Assam
1586457000	1	Bihar
1586457000	0	Chandigarh
1586457000	0	Chhattisgarh
1586457000	13	Delhi
1586457000	0	Goa
1586457000	17	Gujarat
1586457000	3	Haryana
1586457000	1	Himachal Pradesh
1586457000	4	Jammu and Kashmir
1586457000	1	Jharkhand
1586457000	6	Karnataka
1586457000	2	Kerala
1586457000	0	Ladakh
1586457000	16	Madhya Pradesh
1586457000	97	Maharashtra
1586457000	0	Manipur
1586457000	0	Mizoram
1586457000	1	Odisha
1586457000	0	Puducherry
1586457000	11	Punjab
1586457000	3	Rajasthan
1586457000	8	Tamil Nadu
1586457000	7	Telengana
1586457000	0	Tripura
1586457000	0	Uttarakhand
1586457000	4	Uttar Pradesh
1586457000	5	West Bengal
1586543400	6	Andhra Pradesh
1586543400	0	Andaman and Nicobar Islands
1586543400	0	Arunachal Pradesh
1586543400	1	Assam
1586543400	1	Bihar
1586543400	0	Chandigarh
1586543400	0	Chhattisgarh
1586543400	14	Delhi
1586543400	0	Goa
1586543400	19	Gujarat
1586543400	3	Haryana
1586543400	1	Himachal Pradesh
1586543400	4	Jammu and Kashmir
1586543400	1	Jharkhand
1586543400	6	Karnataka
1586543400	2	Kerala
1586543400	0	Ladakh
1586543400	33	Madhya Pradesh
1586543400	110	Maharashtra
1586543400	0	Manipur
1586543400	0	Mizoram
1586543400	1	Odisha
1586543400	0	Puducherry
1586543400	11	Punjab
1586543400	3	Rajasthan
1586543400	8	Tamil Nadu
1586543400	9	Telengana
1586543400	0	Tripura
1586543400	0	Uttarakhand
1586543400	4	Uttar Pradesh
1586543400	5	West Bengal
1586629800	6	Andhra Pradesh
1586629800	0	Andaman and Nicobar Islands
1586629800	0	Arunachal Pradesh
1586629800	1	Assam
1586629800	1	Bihar
1586629800	0	Chandigarh
1586629800	0	Chhattisgarh
1586629800	19	Delhi
1586629800	0	Goa
1586629800	22	Gujarat
1586629800	3	Haryana
1586629800	1	Himachal Pradesh
1586629800	4	Jammu and Kashmir
1586629800	1	Jharkhand
1586629800	6	Karnataka
1586629800	2	Kerala
1586629800	0	Ladakh
1586629800	36	Madhya Pradesh
1586629800	127	Maharashtra
1586629800	0	Manipur
1586629800	0	Mizoram
1586629800	1	Odisha
1586629800	0	Puducherry
1586629800	11	Punjab
1586629800	3	Rajasthan
1586629800	10	Tamil Nadu
1586629800	9	Telengana
1586629800	0	Tripura
1586629800	0	Uttarakhand
1586629800	5	Uttar Pradesh
1586629800	5	West Bengal
1586716200	7	Andhra Pradesh
1586716200	0	Andaman and Nicobar Islands
1586716200	0	Arunachal Pradesh
1586716200	1	Assam
1586716200	1	Bihar
1586716200	0	Chandigarh
1586716200	0	Chhattisgarh
1586716200	24	Delhi
1586716200	0	Goa
1586716200	26	Gujarat
1586716200	3	Haryana
1586716200	1	Himachal Pradesh
1586716200	4	Jammu and Kashmir
1586716200	2	Jharkhand
1586716200	6	Karnataka
1586716200	3	Kerala
1586716200	0	Ladakh
1586716200	43	Madhya Pradesh
1586716200	149	Maharashtra
1586716200	0	Manipur
1586716200	0	Mizoram
1586716200	0	Nagaland
1586716200	1	Odisha
1586716200	0	Puducherry
1586716200	11	Punjab
1586716200	3	Rajasthan
1586716200	11	Tamil Nadu
1586716200	16	Telengana
1586716200	0	Tripura
1586716200	0	Uttarakhand
1586716200	5	Uttar Pradesh
1586716200	7	West Bengal
1586802600	9	Andhra Pradesh
1586802600	0	Andaman and Nicobar Islands
1586802600	0	Arunachal Pradesh
1586802600	1	Assam
1586802600	1	Bihar
1586802600	0	Chandigarh
1586802600	0	Chhattisgarh
1586802600	28	Delhi
1586802600	0	Goa
1586802600	26	Gujarat
1586802600	3	Haryana
1586802600	1	Himachal Pradesh
1586802600	4	Jammu and Kashmir
1586802600	2	Jharkhand
1586802600	9	Karnataka
1586802600	3	Kerala
1586802600	0	Ladakh
1586802600	50	Madhya Pradesh
1586802600	160	Maharashtra
1586802600	0	Manipur
1586802600	0	Meghalaya
1586802600	0	Mizoram
1586802600	0	Nagaland
1586802600	1	Odisha
1586802600	0	Puducherry
1586802600	12	Punjab
1586802600	3	Rajasthan
1586802600	11	Tamil Nadu
1586802600	17	Telengana
1586802600	0	Tripura
1586802600	0	Uttarakhand
1586802600	5	Uttar Pradesh
1586802600	7	West Bengal
1586889000	0	Andaman and Nicobar Islands
1586889000	9	Andhra Pradesh
1586889000	0	Arunachal Pradesh
1586889000	1	Assam
1586889000	1	Bihar
1586889000	0	Chandigarh
1586889000	0	Chhattisgarh
1586889000	30	Delhi
1586889000	0	Goa
1586889000	30	Gujarat
1586889000	3	Haryana
1586889000	1	Himachal Pradesh
1586889000	4	Jammu and Kashmir
1586889000	2	Jharkhand
1586889000	11	Karnataka
1586889000	3	Kerala
1586889000	0	Ladakh
1586889000	53	Madhya Pradesh
1586889000	178	Maharashtra
1586889000	0	Manipur
1586889000	1	Meghalaya
1586889000	0	Mizoram
1586889000	0	Nagaland
1586889000	1	Odisha
1586889000	0	Puducherry
1586889000	13	Punjab
1586889000	3	Rajasthan
1586889000	12	Tamil Nadu
1586889000	18	Telengana
1586889000	0	Tripura
1586889000	0	Uttarakhand
1586889000	11	Uttar Pradesh
1586889000	7	West Bengal
1586975400	0	Andaman and Nicobar Islands
1586975400	14	Andhra Pradesh
1586975400	0	Arunachal Pradesh
1586975400	1	Assam
1586975400	1	Bihar
1586975400	0	Chandigarh
1586975400	0	Chhattisgarh
1586975400	32	Delhi
1586975400	0	Goa
1586975400	36	Gujarat
