x	y	tooltip	showSelected1	showSelected2
1583692200	2	09/03/20 Confirmed= 2	Haryana	March 2020
1583692200	4	09/03/20 Confirmed= 4	Delhi	March 2020
1583778600	7	10/03/20 Confirmed= 7	Uttar Pradesh	March 2020
1583778600	2	10/03/20 Confirmed= 2	Ladakh	March 2020
1583778600	4	10/03/20 Confirmed= 4	Delhi	March 2020
1583778600	2	10/03/20 Confirmed= 2	Haryana	March 2020
1583778600	4	10/03/20 Confirmed= 4	Karnataka	March 2020
1583778600	15	10/03/20 Confirmed= 15	Kerala	March 2020
1583778600	5	10/03/20 Confirmed= 5	Maharashtra	March 2020
1583778600	1	10/03/20 Confirmed= 1	Punjab	March 2020
1583778600	15	10/03/20 Confirmed= 15	Rajasthan	March 2020
1583778600	1	10/03/20 Confirmed= 1	Tamil Nadu	March 2020
1583778600	1	10/03/20 Confirmed= 1	Telengana	March 2020
1583778600	1	10/03/20 Confirmed= 1	Jammu and Kashmir	March 2020
1583865000	2	11/03/20 Confirmed= 2	Maharashtra	March 2020
1583865000	5	11/03/20 Confirmed= 5	Delhi	March 2020
1583865000	14	11/03/20 Confirmed= 14	Haryana	March 2020
1583865000	17	11/03/20 Confirmed= 17	Kerala	March 2020
1583865000	3	11/03/20 Confirmed= 3	Rajasthan	March 2020
1583865000	1	11/03/20 Confirmed= 1	Telengana	March 2020
1583865000	9	11/03/20 Confirmed= 9	Uttar Pradesh	March 2020
1583865000	2	11/03/20 Confirmed= 2	Ladakh	March 2020
1583865000	1	11/03/20 Confirmed= 1	Tamil Nadu	March 2020
1583865000	1	11/03/20 Confirmed= 1	Jammu and Kashmir	March 2020
1583865000	1	11/03/20 Confirmed= 1	Punjab	March 2020
1583865000	4	11/03/20 Confirmed= 4	Karnataka	March 2020
1583951400	6	12/03/20 Confirmed= 6	Delhi	March 2020
1583951400	14	12/03/20 Confirmed= 14	Haryana	March 2020
1583951400	17	12/03/20 Confirmed= 17	Kerala	March 2020
1583951400	3	12/03/20 Confirmed= 3	Rajasthan	March 2020
1583951400	1	12/03/20 Confirmed= 1	Telengana	March 2020
1583951400	11	12/03/20 Confirmed= 11	Uttar Pradesh	March 2020
1583951400	3	12/03/20 Confirmed= 3	Ladakh	March 2020
1583951400	1	12/03/20 Confirmed= 1	Tamil Nadu	March 2020
1583951400	1	12/03/20 Confirmed= 1	Jammu and Kashmir	March 2020
1583951400	1	12/03/20 Confirmed= 1	Punjab	March 2020
1583951400	4	12/03/20 Confirmed= 4	Karnataka	March 2020
1583951400	11	12/03/20 Confirmed= 11	Maharashtra	March 2020
1583951400	1	12/03/20 Confirmed= 1	Andhra Pradesh	March 2020
1584037800	6	13/03/20 Confirmed= 6	Delhi	March 2020
1584037800	14	13/03/20 Confirmed= 14	Haryana	March 2020
1584037800	19	13/03/20 Confirmed= 19	Kerala	March 2020
1584037800	3	13/03/20 Confirmed= 3	Rajasthan	March 2020
1584037800	1	13/03/20 Confirmed= 1	Telengana	March 2020
1584037800	11	13/03/20 Confirmed= 11	Uttar Pradesh	March 2020
1584037800	3	13/03/20 Confirmed= 3	Ladakh	March 2020
1584037800	1	13/03/20 Confirmed= 1	Tamil Nadu	March 2020
1584037800	1	13/03/20 Confirmed= 1	Jammu and Kashmir	March 2020
1584037800	1	13/03/20 Confirmed= 1	Punjab	March 2020
1584037800	6	13/03/20 Confirmed= 6	Karnataka	March 2020
1584037800	14	13/03/20 Confirmed= 14	Maharashtra	March 2020
1584037800	1	13/03/20 Confirmed= 1	Andhra Pradesh	March 2020
1584124200	7	14/03/20 Confirmed= 7	Delhi	March 2020
1584124200	14	14/03/20 Confirmed= 14	Haryana	March 2020
1584124200	19	14/03/20 Confirmed= 19	Kerala	March 2020
1584124200	3	14/03/20 Confirmed= 3	Rajasthan	March 2020
1584124200	1	14/03/20 Confirmed= 1	Telengana	March 2020
1584124200	12	14/03/20 Confirmed= 12	Uttar Pradesh	March 2020
1584124200	3	14/03/20 Confirmed= 3	Ladakh	March 2020
1584124200	1	14/03/20 Confirmed= 1	Tamil Nadu	March 2020
1584124200	2	14/03/20 Confirmed= 2	Jammu and Kashmir	March 2020
1584124200	1	14/03/20 Confirmed= 1	Punjab	March 2020
1584124200	6	14/03/20 Confirmed= 6	Karnataka	March 2020
1584124200	14	14/03/20 Confirmed= 14	Maharashtra	March 2020
1584124200	1	14/03/20 Confirmed= 1	Andhra Pradesh	March 2020
1584210600	1	15/03/20 Confirmed= 1	Andhra Pradesh	March 2020
1584210600	7	15/03/20 Confirmed= 7	Delhi	March 2020
1584210600	14	15/03/20 Confirmed= 14	Haryana	March 2020
1584210600	6	15/03/20 Confirmed= 6	Karnataka	March 2020
1584210600	22	15/03/20 Confirmed= 22	Kerala	March 2020
1584210600	32	15/03/20 Confirmed= 32	Maharashtra	March 2020
1584210600	1	15/03/20 Confirmed= 1	Punjab	March 2020
1584210600	4	15/03/20 Confirmed= 4	Rajasthan	March 2020
1584210600	1	15/03/20 Confirmed= 1	Tamil Nadu	March 2020
1584210600	3	15/03/20 Confirmed= 3	Telengana	March 2020
1584210600	2	15/03/20 Confirmed= 2	Jammu and Kashmir	March 2020
1584210600	3	15/03/20 Confirmed= 3	Ladakh	March 2020
1584210600	13	15/03/20 Confirmed= 13	Uttar Pradesh	March 2020
1584210600	1	15/03/20 Confirmed= 1	Uttarakhand	March 2020
1584297000	1	16/03/20 Confirmed= 1	Andhra Pradesh	March 2020
1584297000	7	16/03/20 Confirmed= 7	Delhi	March 2020
1584297000	14	16/03/20 Confirmed= 14	Haryana	March 2020
1584297000	6	16/03/20 Confirmed= 6	Karnataka	March 2020
1584297000	23	16/03/20 Confirmed= 23	Kerala	March 2020
1584297000	32	16/03/20 Confirmed= 32	Maharashtra	March 2020
1584297000	1	16/03/20 Confirmed= 1	Odisha	March 2020
1584297000	1	16/03/20 Confirmed= 1	Punjab	March 2020
1584297000	4	16/03/20 Confirmed= 4	Rajasthan	March 2020
1584297000	1	16/03/20 Confirmed= 1	Tamil Nadu	March 2020
1584297000	3	16/03/20 Confirmed= 3	Telengana	March 2020
1584297000	3	16/03/20 Confirmed= 3	Jammu and Kashmir	March 2020
1584297000	4	16/03/20 Confirmed= 4	Ladakh	March 2020
1584297000	13	16/03/20 Confirmed= 13	Uttar Pradesh	March 2020
1584297000	1	16/03/20 Confirmed= 1	Uttarakhand	March 2020
1584383400	1	17/03/20 Confirmed= 1	Andhra Pradesh	March 2020
1584383400	8	17/03/20 Confirmed= 8	Delhi	March 2020
1584383400	15	17/03/20 Confirmed= 15	Haryana	March 2020
1584383400	11	17/03/20 Confirmed= 11	Karnataka	March 2020
1584383400	26	17/03/20 Confirmed= 26	Kerala	March 2020
1584383400	39	17/03/20 Confirmed= 39	Maharashtra	March 2020
1584383400	1	17/03/20 Confirmed= 1	Odisha	March 2020
1584383400	1	17/03/20 Confirmed= 1	Punjab	March 2020
1584383400	4	17/03/20 Confirmed= 4	Rajasthan	March 2020
1584383400	1	17/03/20 Confirmed= 1	Tamil Nadu	March 2020
1584383400	5	17/03/20 Confirmed= 5	Telengana	March 2020
1584383400	3	17/03/20 Confirmed= 3	Jammu and Kashmir	March 2020
1584383400	6	17/03/20 Confirmed= 6	Ladakh	March 2020
1584383400	15	17/03/20 Confirmed= 15	Uttar Pradesh	March 2020
1584383400	1	17/03/20 Confirmed= 1	Uttarakhand	March 2020
1584469800	1	18/03/20 Confirmed= 1	Andhra Pradesh	March 2020
1584469800	10	18/03/20 Confirmed= 10	Delhi	March 2020
1584469800	17	18/03/20 Confirmed= 17	Haryana	March 2020
1584469800	11	18/03/20 Confirmed= 11	Karnataka	March 2020
1584469800	27	18/03/20 Confirmed= 27	Kerala	March 2020
1584469800	42	18/03/20 Confirmed= 42	Maharashtra	March 2020
1584469800	1	18/03/20 Confirmed= 1	Odisha	March 2020
1584469800	1	18/03/20 Confirmed= 1	Puducherry	March 2020
1584469800	1	18/03/20 Confirmed= 1	Punjab	March 2020
1584469800	4	18/03/20 Confirmed= 4	Rajasthan	March 2020
1584469800	1	18/03/20 Confirmed= 1	Tamil Nadu	March 2020
1584469800	6	18/03/20 Confirmed= 6	Telengana	March 2020
1584469800	3	18/03/20 Confirmed= 3	Jammu and Kashmir	March 2020
1584469800	8	18/03/20 Confirmed= 8	Ladakh	March 2020
1584469800	16	18/03/20 Confirmed= 16	Uttar Pradesh	March 2020
1584469800	1	18/03/20 Confirmed= 1	Uttarakhand	March 2020
1584469800	1	18/03/20 Confirmed= 1	West Bengal	March 2020
1584556200	2	19/03/20 Confirmed= 2	Andhra Pradesh	March 2020
1584556200	1	19/03/20 Confirmed= 1	Chhattisgarh	March 2020
1584556200	12	19/03/20 Confirmed= 12	Delhi	March 2020
1584556200	17	19/03/20 Confirmed= 17	Haryana	March 2020
1584556200	14	19/03/20 Confirmed= 14	Karnataka	March 2020
1584556200	27	19/03/20 Confirmed= 27	Kerala	March 2020
1584556200	47	19/03/20 Confirmed= 47	Maharashtra	March 2020
1584556200	1	19/03/20 Confirmed= 1	Odisha	March 2020
1584556200	1	19/03/20 Confirmed= 1	Puducherry	March 2020
1584556200	2	19/03/20 Confirmed= 2	Punjab	March 2020
1584556200	7	19/03/20 Confirmed= 7	Rajasthan	March 2020
1584556200	2	19/03/20 Confirmed= 2	Tamil Nadu	March 2020
1584556200	6	19/03/20 Confirmed= 6	Telengana	March 2020
1584556200	1	19/03/20 Confirmed= 1	Chandigarh	March 2020
1584556200	4	19/03/20 Confirmed= 4	Jammu and Kashmir	March 2020
1584556200	8	19/03/20 Confirmed= 8	Ladakh	March 2020
1584556200	19	19/03/20 Confirmed= 19	Uttar Pradesh	March 2020
1584556200	1	19/03/20 Confirmed= 1	Uttarakhand	March 2020
1584556200	1	19/03/20 Confirmed= 1	West Bengal	March 2020
1584642600	3	20/03/20 Confirmed= 3	Andhra Pradesh	March 2020
1584642600	1	20/03/20 Confirmed= 1	Chhattisgarh	March 2020
1584642600	17	20/03/20 Confirmed= 17	Delhi	March 2020
1584642600	5	20/03/20 Confirmed= 5	Gujarat	March 2020
1584642600	17	20/03/20 Confirmed= 17	Haryana	March 2020
1584642600	15	20/03/20 Confirmed= 15	Karnataka	March 2020
1584642600	28	20/03/20 Confirmed= 28	Kerala	March 2020
1584642600	52	20/03/20 Confirmed= 52	Maharashtra	March 2020
1584642600	2	20/03/20 Confirmed= 2	Odisha	March 2020
1584642600	1	20/03/20 Confirmed= 1	Puducherry	March 2020
1584642600	2	20/03/20 Confirmed= 2	Punjab	March 2020
1584642600	17	20/03/20 Confirmed= 17	Rajasthan	March 2020
1584642600	3	20/03/20 Confirmed= 3	Tamil Nadu	March 2020
1584642600	17	20/03/20 Confirmed= 17	Telengana	March 2020
1584642600	1	20/03/20 Confirmed= 1	Chandigarh	March 2020
1584642600	4	20/03/20 Confirmed= 4	Jammu and Kashmir	March 2020
1584642600	10	20/03/20 Confirmed= 10	Ladakh	March 2020
1584642600	23	20/03/20 Confirmed= 23	Uttar Pradesh	March 2020
1584642600	3	20/03/20 Confirmed= 3	Uttarakhand	March 2020
1584642600	2	20/03/20 Confirmed= 2	West Bengal	March 2020
1584729000	3	21/03/20 Confirmed= 3	Andhra Pradesh	March 2020
1584729000	1	21/03/20 Confirmed= 1	Chhattisgarh	March 2020
1584729000	26	21/03/20 Confirmed= 26	Delhi	March 2020
1584729000	7	21/03/20 Confirmed= 7	Gujarat	March 2020
1584729000	17	21/03/20 Confirmed= 17	Haryana	March 2020
1584729000	2	21/03/20 Confirmed= 2	Himachal Pradesh	March 2020
1584729000	15	21/03/20 Confirmed= 15	Karnataka	March 2020
1584729000	40	21/03/20 Confirmed= 40	Kerala	March 2020
1584729000	4	21/03/20 Confirmed= 4	Madhya Pradesh	March 2020
1584729000	63	21/03/20 Confirmed= 63	Maharashtra	March 2020
1584729000	2	21/03/20 Confirmed= 2	Odisha	March 2020
1584729000	1	21/03/20 Confirmed= 1	Puducherry	March 2020
1584729000	13	21/03/20 Confirmed= 13	Punjab	March 2020
1584729000	17	21/03/20 Confirmed= 17	Rajasthan	March 2020
1584729000	3	21/03/20 Confirmed= 3	Tamil Nadu	March 2020
1584729000	21	21/03/20 Confirmed= 21	Telengana	March 2020
1584729000	1	21/03/20 Confirmed= 1	Chandigarh	March 2020
1584729000	4	21/03/20 Confirmed= 4	Jammu and Kashmir	March 2020
1584729000	13	21/03/20 Confirmed= 13	Ladakh	March 2020
1584729000	24	21/03/20 Confirmed= 24	Uttar Pradesh	March 2020
1584729000	3	21/03/20 Confirmed= 3	Uttarakhand	March 2020
1584729000	3	21/03/20 Confirmed= 3	West Bengal	March 2020
1584815400	5	22/03/20 Confirmed= 5	Andhra Pradesh	March 2020
1584815400	2	22/03/20 Confirmed= 2	Bihar	March 2020
1584815400	1	22/03/20 Confirmed= 1	Chhattisgarh	March 2020
1584815400	29	22/03/20 Confirmed= 29	Delhi	March 2020
1584815400	18	22/03/20 Confirmed= 18	Gujarat	March 2020
1584815400	21	22/03/20 Confirmed= 21	Haryana	March 2020
1584815400	2	22/03/20 Confirmed= 2	Himachal Pradesh	March 2020
1584815400	26	22/03/20 Confirmed= 26	Karnataka	March 2020
1584815400	52	22/03/20 Confirmed= 52	Kerala	March 2020
1584815400	4	22/03/20 Confirmed= 4	Madhya Pradesh	March 2020
1584815400	67	22/03/20 Confirmed= 67	Maharashtra	March 2020
1584815400	2	22/03/20 Confirmed= 2	Odisha	March 2020
1584815400	1	22/03/20 Confirmed= 1	Puducherry	March 2020
1584815400	21	22/03/20 Confirmed= 21	Punjab	March 2020
1584815400	24	22/03/20 Confirmed= 24	Rajasthan	March 2020
1584815400	7	22/03/20 Confirmed= 7	Tamil Nadu	March 2020
1584815400	22	22/03/20 Confirmed= 22	Telengana	March 2020
1584815400	5	22/03/20 Confirmed= 5	Chandigarh	March 2020
1584815400	4	22/03/20 Confirmed= 4	Jammu and Kashmir	March 2020
1584815400	13	22/03/20 Confirmed= 13	Ladakh	March 2020
1584815400	27	22/03/20 Confirmed= 27	Uttar Pradesh	March 2020
1584815400	3	22/03/20 Confirmed= 3	Uttarakhand	March 2020
1584815400	4	22/03/20 Confirmed= 4	West Bengal	March 2020
1584901800	7	23/03/20 Confirmed= 7	Andhra Pradesh	March 2020
1584901800	2	23/03/20 Confirmed= 2	Bihar	March 2020
1584901800	1	23/03/20 Confirmed= 1	Chhattisgarh	March 2020
1584901800	29	23/03/20 Confirmed= 29	Delhi	March 2020
1584901800	29	23/03/20 Confirmed= 29	Gujarat	March 2020
1584901800	26	23/03/20 Confirmed= 26	Haryana	March 2020
1584901800	2	23/03/20 Confirmed= 2	Himachal Pradesh	March 2020
1584901800	33	23/03/20 Confirmed= 33	Karnataka	March 2020
1584901800	67	23/03/20 Confirmed= 67	Kerala	March 2020
1584901800	6	23/03/20 Confirmed= 6	Madhya Pradesh	March 2020
1584901800	74	23/03/20 Confirmed= 74	Maharashtra	March 2020
1584901800	2	23/03/20 Confirmed= 2	Odisha	March 2020
1584901800	1	23/03/20 Confirmed= 1	Puducherry	March 2020
1584901800	21	23/03/20 Confirmed= 21	Punjab	March 2020
1584901800	28	23/03/20 Confirmed= 28	Rajasthan	March 2020
1584901800	9	23/03/20 Confirmed= 9	Tamil Nadu	March 2020
1584901800	32	23/03/20 Confirmed= 32	Telengana	March 2020
1584901800	6	23/03/20 Confirmed= 6	Chandigarh	March 2020
1584901800	4	23/03/20 Confirmed= 4	Jammu and Kashmir	March 2020
1584901800	13	23/03/20 Confirmed= 13	Ladakh	March 2020
1584901800	31	23/03/20 Confirmed= 31	Uttar Pradesh	March 2020
1584901800	3	23/03/20 Confirmed= 3	Uttarakhand	March 2020
1584901800	7	23/03/20 Confirmed= 7	West Bengal	March 2020
1584988200	8	24/03/20 Confirmed= 8	Andhra Pradesh	March 2020
1584988200	3	24/03/20 Confirmed= 3	Bihar	March 2020
1584988200	1	24/03/20 Confirmed= 1	Chhattisgarh	March 2020
1584988200	30	24/03/20 Confirmed= 30	Delhi	March 2020
1584988200	33	24/03/20 Confirmed= 33	Gujarat	March 2020
1584988200	28	24/03/20 Confirmed= 28	Haryana	March 2020
1584988200	3	24/03/20 Confirmed= 3	Himachal Pradesh	March 2020
1584988200	37	24/03/20 Confirmed= 37	Karnataka	March 2020
1584988200	95	24/03/20 Confirmed= 95	Kerala	March 2020
1584988200	7	24/03/20 Confirmed= 7	Madhya Pradesh	March 2020
1584988200	89	24/03/20 Confirmed= 89	Maharashtra	March 2020
1584988200	1	24/03/20 Confirmed= 1	Manipur	March 2020
1584988200	2	24/03/20 Confirmed= 2	Odisha	March 2020
1584988200	1	24/03/20 Confirmed= 1	Puducherry	March 2020
1584988200	29	24/03/20 Confirmed= 29	Punjab	March 2020
1584988200	32	24/03/20 Confirmed= 32	Rajasthan	March 2020
1584988200	15	24/03/20 Confirmed= 15	Tamil Nadu	March 2020
1584988200	35	24/03/20 Confirmed= 35	Telengana	March 2020
1584988200	7	24/03/20 Confirmed= 7	Chandigarh	March 2020
1584988200	4	24/03/20 Confirmed= 4	Jammu and Kashmir	March 2020
1584988200	13	24/03/20 Confirmed= 13	Ladakh	March 2020
1584988200	33	24/03/20 Confirmed= 33	Uttar Pradesh	March 2020
1584988200	4	24/03/20 Confirmed= 4	Uttarakhand	March 2020
1584988200	9	24/03/20 Confirmed= 9	West Bengal	March 2020
1585074600	9	25/03/20 Confirmed= 9	Andhra Pradesh	March 2020
1585074600	4	25/03/20 Confirmed= 4	Bihar	March 2020
1585074600	1	25/03/20 Confirmed= 1	Chhattisgarh	March 2020
1585074600	31	25/03/20 Confirmed= 31	Delhi	March 2020
1585074600	38	25/03/20 Confirmed= 38	Gujarat	March 2020
1585074600	28	25/03/20 Confirmed= 28	Haryana	March 2020
1585074600	3	25/03/20 Confirmed= 3	Himachal Pradesh	March 2020
1585074600	41	25/03/20 Confirmed= 41	Karnataka	March 2020
1585074600	109	25/03/20 Confirmed= 109	Kerala	March 2020
1585074600	14	25/03/20 Confirmed= 14	Madhya Pradesh	March 2020
1585074600	128	25/03/20 Confirmed= 128	Maharashtra	March 2020
1585074600	1	25/03/20 Confirmed= 1	Manipur	March 2020
1585074600	1	25/03/20 Confirmed= 1	Mizoram	March 2020
1585074600	2	25/03/20 Confirmed= 2	Odisha	March 2020
1585074600	1	25/03/20 Confirmed= 1	Puducherry	March 2020
1585074600	29	25/03/20 Confirmed= 29	Punjab	March 2020
1585074600	36	25/03/20 Confirmed= 36	Rajasthan	March 2020
1585074600	18	25/03/20 Confirmed= 18	Tamil Nadu	March 2020
1585074600	35	25/03/20 Confirmed= 35	Telengana	March 2020
1585074600	7	25/03/20 Confirmed= 7	Chandigarh	March 2020
1585074600	7	25/03/20 Confirmed= 7	Jammu and Kashmir	March 2020
1585074600	13	25/03/20 Confirmed= 13	Ladakh	March 2020
1585074600	37	25/03/20 Confirmed= 37	Uttar Pradesh	March 2020
1585074600	4	25/03/20 Confirmed= 4	Uttarakhand	March 2020
1585074600	9	25/03/20 Confirmed= 9	West Bengal	March 2020
1585161000	1	26/03/20 Confirmed= 1	Andaman and Nicobar Islands	March 2020
1585161000	11	26/03/20 Confirmed= 11	Andhra Pradesh	March 2020
1585161000	6	26/03/20 Confirmed= 6	Bihar	March 2020
1585161000	7	26/03/20 Confirmed= 7	Chandigarh	March 2020
1585161000	6	26/03/20 Confirmed= 6	Chhattisgarh	March 2020
1585161000	36	26/03/20 Confirmed= 36	Delhi	March 2020
1585161000	3	26/03/20 Confirmed= 3	Goa	March 2020
1585161000	43	26/03/20 Confirmed= 43	Gujarat	March 2020
1585161000	30	26/03/20 Confirmed= 30	Haryana	March 2020
1585161000	3	26/03/20 Confirmed= 3	Himachal Pradesh	March 2020
1585161000	13	26/03/20 Confirmed= 13	Jammu and Kashmir	March 2020
1585161000	55	26/03/20 Confirmed= 55	Karnataka	March 2020
1585161000	118	26/03/20 Confirmed= 118	Kerala	March 2020
1585161000	13	26/03/20 Confirmed= 13	Ladakh	March 2020
1585161000	20	26/03/20 Confirmed= 20	Madhya Pradesh	March 2020
1585161000	124	26/03/20 Confirmed= 124	Maharashtra	March 2020
1585161000	1	26/03/20 Confirmed= 1	Manipur	March 2020
1585161000	1	26/03/20 Confirmed= 1	Mizoram	March 2020
1585161000	2	26/03/20 Confirmed= 2	Odisha	March 2020
1585161000	1	26/03/20 Confirmed= 1	Puducherry	March 2020
1585161000	33	26/03/20 Confirmed= 33	Punjab	March 2020
1585161000	41	26/03/20 Confirmed= 41	Rajasthan	March 2020
1585161000	26	26/03/20 Confirmed= 26	Tamil Nadu	March 2020
1585161000	44	26/03/20 Confirmed= 44	Telengana	March 2020
1585161000	5	26/03/20 Confirmed= 5	Uttarakhand	March 2020
1585161000	41	26/03/20 Confirmed= 41	Uttar Pradesh	March 2020
1585161000	10	26/03/20 Confirmed= 10	West Bengal	March 2020
1585247400	1	27/03/20 Confirmed= 1	Andaman and Nicobar Islands	March 2020
1585247400	12	27/03/20 Confirmed= 12	Andhra Pradesh	March 2020
1585247400	6	27/03/20 Confirmed= 6	Bihar	March 2020
1585247400	7	27/03/20 Confirmed= 7	Chandigarh	March 2020
1585247400	6	27/03/20 Confirmed= 6	Chhattisgarh	March 2020
1585247400	36	27/03/20 Confirmed= 36	Delhi	March 2020
1585247400	3	27/03/20 Confirmed= 3	Goa	March 2020
1585247400	43	27/03/20 Confirmed= 43	Gujarat	March 2020
1585247400	30	27/03/20 Confirmed= 30	Haryana	March 2020
1585247400	3	27/03/20 Confirmed= 3	Himachal Pradesh	March 2020
1585247400	13	27/03/20 Confirmed= 13	Jammu and Kashmir	March 2020
1585247400	55	27/03/20 Confirmed= 55	Karnataka	March 2020
1585247400	137	27/03/20 Confirmed= 137	Kerala	March 2020
1585247400	13	27/03/20 Confirmed= 13	Ladakh	March 2020
1585247400	20	27/03/20 Confirmed= 20	Madhya Pradesh	March 2020
1585247400	130	27/03/20 Confirmed= 130	Maharashtra	March 2020
1585247400	1	27/03/20 Confirmed= 1	Manipur	March 2020
1585247400	1	27/03/20 Confirmed= 1	Mizoram	March 2020
1585247400	2	27/03/20 Confirmed= 2	Odisha	March 2020
1585247400	1	27/03/20 Confirmed= 1	Puducherry	March 2020
1585247400	33	27/03/20 Confirmed= 33	Punjab	March 2020
