colour	x	y	group	clickSelects
#C99800	1586370600	18	7	Chandigarh
#C99800	1586457000	18	7	Chandigarh
#C99800	1586543400	18	7	Chandigarh
#C99800	1586629800	19	7	Chandigarh
#C99800	1586716200	21	7	Chandigarh
#C99800	1586802600	21	7	Chandigarh
#C99800	1586889000	21	7	Chandigarh
#C99800	1586975400	21	7	Chandigarh
#C99800	1587061800	21	7	Chandigarh
#C99800	1587148200	21	7	Chandigarh
#C99800	1587234600	23	7	Chandigarh
#C99800	1587321000	26	7	Chandigarh
#C99800	1587407400	26	7	Chandigarh
#C99800	1587493800	27	7	Chandigarh
#C99800	1587580200	27	7	Chandigarh
#C99800	1587666600	27	7	Chandigarh
#C99800	1587753000	28	7	Chandigarh
#C99800	1587839400	30	7	Chandigarh
#C99800	1587925800	30	7	Chandigarh
#C99800	1588012200	40	7	Chandigarh
#C99800	1588098600	56	7	Chandigarh
#C99800	1588185000	56	7	Chandigarh
#C99800	1588271400	56	7	Chandigarh
#C99800	1588357800	88	7	Chandigarh
#C99800	1588444200	94	7	Chandigarh
#C99800	1588530600	94	7	Chandigarh
#C99800	1588617000	102	7	Chandigarh
#C99800	1588703400	111	7	Chandigarh
#C99800	1588789800	120	7	Chandigarh
#C99800	1588876200	135	7	Chandigarh
#C99800	1588962600	150	7	Chandigarh
#C99800	1589049000	169	7	Chandigarh
#C99800	1589135400	169	7	Chandigarh
#C99800	1589221800	174	7	Chandigarh
#C99800	1589308200	187	7	Chandigarh
#C99800	1589394600	187	7	Chandigarh
#C99800	1589481000	191	7	Chandigarh
#C99800	1589567400	191	7	Chandigarh
#C99800	1589653800	191	7	Chandigarh
#C99800	1589740200	191	7	Chandigarh
#C99800	1589826600	196	7	Chandigarh
#C99800	1589913000	200	7	Chandigarh
#C99800	1589999400	202	7	Chandigarh
#C99800	1590085800	217	7	Chandigarh
#C99800	1590172200	218	7	Chandigarh
#C99800	1590258600	225	7	Chandigarh
#C99800	1590345000	238	7	Chandigarh
#C99800	1590431400	238	7	Chandigarh
#C99800	1590517800	266	7	Chandigarh
#C99800	1590604200	279	7	Chandigarh
#C99800	1590690600	288	7	Chandigarh
#C99800	1590777000	289	7	Chandigarh
#C99800	1590863400	289	7	Chandigarh
#C99800	1590949800	293	7	Chandigarh
#C99800	1591036200	294	7	Chandigarh
#C99800	1591122600	301	7	Chandigarh
#C99800	1591209000	301	7	Chandigarh
#C99800	1591295400	301	7	Chandigarh
#C99800	1591381800	304	7	Chandigarh
#C99800	1591468200	309	7	Chandigarh
#C99800	1591554600	314	7	Chandigarh
#C99800	1591641000	317	7	Chandigarh
#C99800	1591727400	323	7	Chandigarh
#C99800	1591813800	327	7	Chandigarh
#C99800	1591900200	332	7	Chandigarh
#C99800	1591986600	334	7	Chandigarh
#C99800	1592073000	345	7	Chandigarh
#C99800	1592159400	352	7	Chandigarh
#C99800	1592245800	354	7	Chandigarh
#C99800	1592332200	358	7	Chandigarh
#C99800	1592418600	368	7	Chandigarh
#C99800	1592505000	374	7	Chandigarh
#C99800	1592591400	381	7	Chandigarh
#C99800	1592677800	404	7	Chandigarh
#C99800	1592764200	406	7	Chandigarh
#C99800	1592850600	411	7	Chandigarh
#C99800	1592937000	418	7	Chandigarh
#C99800	1593023400	420	7	Chandigarh
#C99800	1593109800	423	7	Chandigarh
#C99800	1593196200	425	7	Chandigarh
#C99800	1593282600	428	7	Chandigarh
#C99800	1593369000	429	7	Chandigarh
#C99800	1593455400	435	7	Chandigarh
#C99800	1593541800	440	7	Chandigarh
#C99800	1593628200	446	7	Chandigarh
#C99800	1593714600	450	7	Chandigarh
#C99800	1593801000	457	7	Chandigarh
#C99800	1593887400	460	7	Chandigarh
#C99800	1593973800	466	7	Chandigarh
#C99800	1594060200	489	7	Chandigarh
#C99800	1594146600	494	7	Chandigarh
#C99800	1594233000	513	7	Chandigarh
#C99800	1594319400	523	7	Chandigarh
#C99800	1594405800	539	7	Chandigarh
#C99800	1594492200	555	7	Chandigarh
#C99800	1594578600	559	7	Chandigarh
#C99800	1594665000	588	7	Chandigarh
#C99800	1594751400	600	7	Chandigarh
#C99800	1594837800	625	7	Chandigarh
#C99800	1594924200	651	7	Chandigarh
#C99800	1595010600	660	7	Chandigarh
#C99800	1595097000	700	7	Chandigarh
#C99800	1595183400	717	7	Chandigarh
#C99800	1595269800	737	7	Chandigarh
#C99800	1595356200	751	7	Chandigarh
#C99800	1595442600	793	7	Chandigarh
#C99800	1595529000	800	7	Chandigarh
#C99800	1595615400	823	7	Chandigarh
#C99800	1595701800	852	7	Chandigarh
#C99800	1595788200	887	7	Chandigarh
#C99800	1595874600	910	7	Chandigarh
#C99800	1595961000	934	7	Chandigarh
#C99800	1596047400	978	7	Chandigarh
#C99800	1596133800	1016	7	Chandigarh
#C99800	1596220200	1051	7	Chandigarh
#C99800	1596306600	1079	7	Chandigarh
#C99800	1596393000	1117	7	Chandigarh
#C99800	1596479400	1159	7	Chandigarh
#C99800	1596565800	1206	7	Chandigarh
#C99800	1596652200	1270	7	Chandigarh
#C99800	1596738600	1327	7	Chandigarh
#C99800	1596825000	1374	7	Chandigarh
#C99800	1596911400	1426	7	Chandigarh
#C99800	1596997800	1515	7	Chandigarh
#C99800	1597084200	1595	7	Chandigarh
#C99800	1597170600	1670	7	Chandigarh
#C99800	1597257000	1751	7	Chandigarh
#C99800	1597343400	1842	7	Chandigarh
#C99800	1597429800	1928	7	Chandigarh
#C99800	1597516200	2009	7	Chandigarh
#C99800	1597602600	2102	7	Chandigarh
#C99800	1597689000	2216	7	Chandigarh
#C99800	1597775400	2305	7	Chandigarh
#C99800	1597861800	2396	7	Chandigarh
#C99800	1597948200	2515	7	Chandigarh
#C99800	1598034600	2631	7	Chandigarh
#C99800	1598121000	2776	7	Chandigarh
#C99800	1598207400	2918	7	Chandigarh
#C99800	1598293800	3035	7	Chandigarh
#C99800	1598380200	3209	7	Chandigarh
#C99800	1598466600	3376	7	Chandigarh
#C99800	1598553000	3564	7	Chandigarh
#C99800	1598639400	3724	7	Chandigarh
#C99800	1598725800	3985	7	Chandigarh
#C99800	1598812200	4155	7	Chandigarh
#C99800	1598898600	4346	7	Chandigarh
#C99800	1598985000	4550	7	Chandigarh
#C99800	1599071400	4789	7	Chandigarh
#C99800	1599157800	5065	7	Chandigarh
#C99800	1599244200	5268	7	Chandigarh
#C99800	1599330600	5502	7	Chandigarh
#C99800	1599417000	5763	7	Chandigarh
#C99800	1599503400	5995	7	Chandigarh
#C99800	1599589800	6372	7	Chandigarh
#C99800	1599676200	6704	7	Chandigarh
#C99800	1599762600	6987	7	Chandigarh
#C99800	1599849000	7292	7	Chandigarh
#C99800	1599935400	7542	7	Chandigarh
#C99800	1600021800	7991	7	Chandigarh
#C99800	1600108200	8245	7	Chandigarh
#C99800	1600194600	8592	7	Chandigarh
#C99800	1600281000	8958	7	Chandigarh
#C99800	1600367400	9256	7	Chandigarh
#C99800	1600453800	9506	7	Chandigarh
#C99800	1600540200	9796	7	Chandigarh
#C99800	1600626600	10082	7	Chandigarh
#C99800	1600713000	10298	7	Chandigarh
#C99800	1600799400	10546	7	Chandigarh
#C99800	1600885800	10726	7	Chandigarh
#C99800	1600972200	10968	7	Chandigarh
#C99800	1601058600	11212	7	Chandigarh
#C99800	1601145000	11380	7	Chandigarh
#C99800	1601231400	11553	7	Chandigarh
#C99800	1601317800	11678	7	Chandigarh
#C99800	1601404200	11816	7	Chandigarh
#C99800	1601490600	11938	7	Chandigarh
#C99800	1601577000	12057	7	Chandigarh
#C99800	1601663400	12212	7	Chandigarh
#C99800	1601749800	12360	7	Chandigarh
#C99800	1601836200	12445	7	Chandigarh
#C99800	1601922600	12578	7	Chandigarh
#C99800	1602009000	12707	7	Chandigarh
#C99800	1602095400	12820	7	Chandigarh
#C99800	1602181800	12922	7	Chandigarh
#C99800	1602268200	12985	7	Chandigarh
#C99800	1602354600	13081	7	Chandigarh
#C99800	1602441000	13162	7	Chandigarh
#C99800	1602527400	13260	7	Chandigarh
#C99800	1602613800	13331	7	Chandigarh
#C99800	1602700200	13403	7	Chandigarh
#C99800	1602786600	13477	7	Chandigarh
#C99800	1602873000	13532	7	Chandigarh
#C99800	1602959400	13582	7	Chandigarh
#C99800	1603045800	13646	7	Chandigarh
#C99800	1603132200	13686	7	Chandigarh
#C99800	1603218600	13743	7	Chandigarh
#C99800	1603305000	13795	7	Chandigarh
#C99800	1603391400	13848	7	Chandigarh
#C99800	1603477800	13920	7	Chandigarh
#C99800	1603564200	13977	7	Chandigarh
#C99800	1603650600	14038	7	Chandigarh
#C99800	1603737000	14085	7	Chandigarh
#C99800	1603823400	14152	7	Chandigarh
#C99800	1603909800	14212	7	Chandigarh
#C99800	1603996200	14292	7	Chandigarh
#C99800	1604082600	14351	7	Chandigarh
#C99800	1604169000	14418	7	Chandigarh
#C99800	1604255400	14476	7	Chandigarh
#C99800	1604341800	14528	7	Chandigarh
#C99800	1604428200	14608	7	Chandigarh
#C99800	1604514600	14702	7	Chandigarh
#C99800	1604601000	14794	7	Chandigarh
#C99800	1604687400	14927	7	Chandigarh
#C99800	1604773800	15025	7	Chandigarh
#C99800	1604860200	15134	7	Chandigarh
#C99800	1604946600	15249	7	Chandigarh
#C99800	1605033000	15339	7	Chandigarh
#C99800	1605119400	15434	7	Chandigarh
#C99800	1605205800	15543	7	Chandigarh
#C99800	1605292200	15636	7	Chandigarh
#C99800	1605465000	15804	7	Chandigarh
#C99800	1605551400	15886	7	Chandigarh
#C99800	1605637800	16022	7	Chandigarh
#C99800	1605724200	16167	7	Chandigarh
#C99800	1605810600	16322	7	Chandigarh
#C99800	1605897000	16472	7	Chandigarh
#C99800	1605983400	16591	7	Chandigarh
#C99800	1606069800	16671	7	Chandigarh
#C99800	1606156200	16769	7	Chandigarh
#C99800	1606242600	16848	7	Chandigarh
#C99800	1606329000	16925	7	Chandigarh
#C99800	1606415400	17051	7	Chandigarh
#C99800	1606501800	17157	7	Chandigarh
#C99800	1606588200	17246	7	Chandigarh
#C99800	1606674600	17342	7	Chandigarh
#C99800	1606761000	17409	7	Chandigarh
#C99800	1606847400	17537	7	Chandigarh
#C99800	1606933800	17642	7	Chandigarh
#C99800	1607020200	17717	7	Chandigarh
#C99800	1607106600	17828	7	Chandigarh
#C99800	1607193000	17926	7	Chandigarh
#C99800	1607279400	18027	7	Chandigarh
#C99800	1607365800	18113	7	Chandigarh
#C99800	1607452200	18239	7	Chandigarh
#BD9C00	1605378600	15636	8	Chandigarh***
#B1A100	1584556200	1	9	Chhattisgarh
#B1A100	1584642600	1	9	Chhattisgarh
#B1A100	1584729000	1	9	Chhattisgarh
#B1A100	1584815400	1	9	Chhattisgarh
#B1A100	1584901800	1	9	Chhattisgarh
#B1A100	1584988200	1	9	Chhattisgarh
#B1A100	1585074600	1	9	Chhattisgarh
#B1A100	1585161000	6	9	Chhattisgarh
#B1A100	1585247400	6	9	Chhattisgarh
#B1A100	1585333800	6	9	Chhattisgarh
#B1A100	1585420200	7	9	Chhattisgarh
#B1A100	1585506600	7	9	Chhattisgarh
#B1A100	1585593000	8	9	Chhattisgarh
#B1A100	1585679400	9	9	Chhattisgarh
#B1A100	1585765800	9	9	Chhattisgarh
#B1A100	1585852200	9	9	Chhattisgarh
#B1A100	1585938600	9	9	Chhattisgarh
#B1A100	1586025000	9	9	Chhattisgarh
#B1A100	1586111400	10	9	Chhattisgarh
#B1A100	1586197800	10	9	Chhattisgarh
#B1A100	1586284200	10	9	Chhattisgarh
#B1A100	1586370600	10	9	Chhattisgarh
#B1A100	1586457000	10	9	Chhattisgarh
#B1A100	1586543400	18	9	Chhattisgarh
#B1A100	1586629800	25	9	Chhattisgarh
#B1A100	1586716200	31	9	Chhattisgarh
#B1A100	1586802600	31	9	Chhattisgarh
#B1A100	1586889000	33	9	Chhattisgarh
#B1A100	1586975400	33	9	Chhattisgarh
#B1A100	1587061800	36	9	Chhattisgarh
#B1A100	1587148200	36	9	Chhattisgarh
#B1A100	1587234600	36	9	Chhattisgarh
#B1A100	1587321000	36	9	Chhattisgarh
#B1A100	1587407400	36	9	Chhattisgarh
#B1A100	1587493800	36	9	Chhattisgarh
#B1A100	1587580200	36	9	Chhattisgarh
#B1A100	1587666600	36	9	Chhattisgarh
#B1A100	1587753000	36	9	Chhattisgarh
#B1A100	1587839400	37	9	Chhattisgarh
#B1A100	1587925800	37	9	Chhattisgarh
#B1A100	1588012200	37	9	Chhattisgarh
#B1A100	1588098600	38	9	Chhattisgarh
#B1A100	1588185000	38	9	Chhattisgarh
#B1A100	1588271400	40	9	Chhattisgarh
#B1A100	1588357800	43	9	Chhattisgarh
#B1A100	1588444200	43	9	Chhattisgarh
#B1A100	1588530600	57	9	Chhattisgarh
#B1A100	1588617000	58	9	Chhattisgarh
#B1A100	1588703400	59	9	Chhattisgarh
#B1A100	1588789800	59	9	Chhattisgarh
#B1A100	1588876200	59	9	Chhattisgarh
#B1A100	1588962600	59	9	Chhattisgarh
#B1A100	1589049000	59	9	Chhattisgarh
#B1A100	1589135400	59	9	Chhattisgarh
#B1A100	1589221800	59	9	Chhattisgarh
#B1A100	1589308200	59	9	Chhattisgarh
#B1A100	1589394600	59	9	Chhattisgarh
#B1A100	1589481000	60	9	Chhattisgarh
#B1A100	1589567400	66	9	Chhattisgarh
#B1A100	1589653800	67	9	Chhattisgarh
#B1A100	1589740200	86	9	Chhattisgarh
#B1A100	1589826600	93	9	Chhattisgarh
#B1A100	1589913000	101	9	Chhattisgarh
#B1A100	1589999400	115	9	Chhattisgarh
#B1A100	1590085800	128	9	Chhattisgarh
#B1A100	1590172200	172	9	Chhattisgarh
#B1A100	1590258600	214	9	Chhattisgarh
#B1A100	1590345000	252	9	Chhattisgarh
#B1A100	1590431400	291	9	Chhattisgarh
#B1A100	1590517800	361	9	Chhattisgarh
#B1A100	1590604200	369	9	Chhattisgarh
#B1A100	1590690600	399	9	Chhattisgarh
#B1A100	1590777000	415	9	Chhattisgarh
#B1A100	1590863400	447	9	Chhattisgarh
#B1A100	1590949800	498	9	Chhattisgarh
#B1A100	1591036200	547	9	Chhattisgarh
#B1A100	1591122600	564	9	Chhattisgarh
#B1A100	1591209000	668	9	Chhattisgarh
#B1A100	1591295400	756	9	Chhattisgarh
#B1A100	1591381800	879	9	Chhattisgarh
#B1A100	1591468200	923	9	Chhattisgarh
#B1A100	1591554600	1073	9	Chhattisgarh
#B1A100	1591641000	1160	9	Chhattisgarh
#B1A100	1591727400	1240	9	Chhattisgarh
#B1A100	1591813800	1262	9	Chhattisgarh
#B1A100	1591900200	1398	9	Chhattisgarh
#B1A100	1591986600	1429	9	Chhattisgarh
#B1A100	1592073000	1512	9	Chhattisgarh
#B1A100	1592159400	1662	9	Chhattisgarh
#B1A100	1592245800	1756	9	Chhattisgarh
#B1A100	1592332200	1781	9	Chhattisgarh
#B1A100	1592418600	1864	9	Chhattisgarh
#B1A100	1592505000	1946	9	Chhattisgarh
#B1A100	1592591400	2028	9	Chhattisgarh
#B1A100	1592677800	2041	9	Chhattisgarh
#B1A100	1592764200	2275	9	Chhattisgarh
#B1A100	1592850600	2303	9	Chhattisgarh
#B1A100	1592937000	2362	9	Chhattisgarh
#B1A100	1593023400	2419	9	Chhattisgarh
#B1A100	1593109800	2452	9	Chhattisgarh
#B1A100	1593196200	2545	9	Chhattisgarh
#B1A100	1593282600	2545	9	Chhattisgarh
#B1A100	1593369000	2662	9	Chhattisgarh
#B1A100	1593455400	2761	9	Chhattisgarh
#B1A100	1593541800	2860	9	Chhattisgarh
#B1A100	1593628200	2940	9	Chhattisgarh
#B1A100	1593714600	3013	9	Chhattisgarh
#B1A100	1593801000	3065	9	Chhattisgarh
#B1A100	1593887400	3161	9	Chhattisgarh
#B1A100	1593973800	3207	9	Chhattisgarh
#B1A100	1594060200	3305	9	Chhattisgarh
#B1A100	1594146600	3415	9	Chhattisgarh
#B1A100	1594233000	3525	9	Chhattisgarh
#B1A100	1594319400	3675	9	Chhattisgarh
#B1A100	1594405800	3767	9	Chhattisgarh
#B1A100	1594492200	3897	9	Chhattisgarh
#B1A100	1594578600	4059	9	Chhattisgarh
#B1A100	1594665000	4217	9	Chhattisgarh
#B1A100	1594751400	4379	9	Chhattisgarh
#B1A100	1594837800	4539	9	Chhattisgarh
#B1A100	1594924200	4732	9	Chhattisgarh
#B1A100	1595010600	4964	9	Chhattisgarh
#B1A100	1595097000	5233	9	Chhattisgarh
#B1A100	1595183400	5407	9	Chhattisgarh
#B1A100	1595269800	5561	9	Chhattisgarh
#B1A100	1595356200	5729	9	Chhattisgarh
#B1A100	1595442600	5968	9	Chhattisgarh
#B1A100	1595529000	6254	9	Chhattisgarh
#B1A100	1595615400	6731	9	Chhattisgarh
#B1A100	1595701800	7087	9	Chhattisgarh
#B1A100	1595788200	7450	9	Chhattisgarh
#B1A100	1595874600	7745	9	Chhattisgarh
#B1A100	1595961000	8257	9	Chhattisgarh
#B1A100	1596047400	8539	9	Chhattisgarh
#B1A100	1596133800	8761	9	Chhattisgarh
#B1A100	1596220200	9086	9	Chhattisgarh
#B1A100	1596306600	9385	9	Chhattisgarh
#B1A100	1596393000	9531	9	Chhattisgarh
#B1A100	1596479400	9779	9	Chhattisgarh
#B1A100	1596565800	10202	9	Chhattisgarh
#B1A100	1596652200	10407	9	Chhattisgarh
#B1A100	1596738600	10932	9	Chhattisgarh
#B1A100	1596825000	11408	9	Chhattisgarh
#B1A100	1596911400	11743	9	Chhattisgarh
#B1A100	1596997800	12148	9	Chhattisgarh
#B1A100	1597084200	12448	9	Chhattisgarh
#B1A100	1597170600	12929	9	Chhattisgarh
#B1A100	1597257000	13498	9	Chhattisgarh
#B1A100	1597343400	13937	9	Chhattisgarh
#B1A100	1597429800	14481	9	Chhattisgarh
#B1A100	1597516200	14987	9	Chhattisgarh
#B1A100	1597602600	15471	9	Chhattisgarh
#B1A100	1597689000	16025	9	Chhattisgarh
#B1A100	1597775400	16833	9	Chhattisgarh
#B1A100	1597861800	17485	9	Chhattisgarh
#B1A100	1597948200	18501	9	Chhattisgarh
#B1A100	1598034600	19510	9	Chhattisgarh
#B1A100	1598121000	20078	9	Chhattisgarh
#B1A100	1598207400	20918	9	Chhattisgarh
#B1A100	1598293800	22054	9	Chhattisgarh
#B1A100	1598380200	23341	9	Chhattisgarh
#B1A100	1598466600	24550	9	Chhattisgarh
#B1A100	1598553000	25988	9	Chhattisgarh
#B1A100	1598639400	27233	9	Chhattisgarh
#B1A100	1598725800	28746	9	Chhattisgarh
#B1A100	1598812200	30092	9	Chhattisgarh
#B1A100	1598898600	31503	9	Chhattisgarh
#B1A100	1598985000	33387	9	Chhattisgarh
#B1A100	1599071400	35683	9	Chhattisgarh
#B1A100	1599157800	37967	9	Chhattisgarh
#B1A100	1599244200	40634	9	Chhattisgarh
#B1A100	1599330600	43163	9	Chhattisgarh
#B1A100	1599417000	45263	9	Chhattisgarh
#B1A100	1599503400	47280	9	Chhattisgarh
#B1A100	1599589800	50114	9	Chhattisgarh
#B1A100	1599676200	52932	9	Chhattisgarh
#B1A100	1599762600	55680	9	Chhattisgarh
#B1A100	1599849000	58643	9	Chhattisgarh
#B1A100	1599935400	61763	9	Chhattisgarh
#B1A100	1600021800	63991	9	Chhattisgarh
#B1A100	1600108200	67327	9	Chhattisgarh
#B1A100	1600194600	70777	9	Chhattisgarh
#B1A100	1600281000	73966	9	Chhattisgarh
#B1A100	1600367400	77775	9	Chhattisgarh
#B1A100	1600453800	81617	9	Chhattisgarh
#B1A100	1600540200	84234	9	Chhattisgarh
#B1A100	1600626600	86183	9	Chhattisgarh
#B1A100	1600713000	88181	9	Chhattisgarh
#B1A100	1600799400	90917	9	Chhattisgarh
#B1A100	1600885800	93351	9	Chhattisgarh
#B1A100	1600972200	95623	9	Chhattisgarh
#B1A100	1601058600	98565	9	Chhattisgarh
#B1A100	1601145000	102461	9	Chhattisgarh
#B1A100	1601231400	104733	9	Chhattisgarh
#B1A100	1601317800	108458	9	Chhattisgarh
#B1A100	1601404200	110655	9	Chhattisgarh
#B1A100	1601490600	113602	9	Chhattisgarh
#B1A100	1601577000	116153	9	Chhattisgarh
#B1A100	1601663400	118790	9	Chhattisgarh
#B1A100	1601749800	121400	9	Chhattisgarh
#B1A100	1601836200	123324	9	Chhattisgarh
#B1A100	1601922600	126005	9	Chhattisgarh
#B1A100	1602009000	128893	9	Chhattisgarh
#B1A100	1602095400	131739	9	Chhattisgarh
#B1A100	1602181800	134612	9	Chhattisgarh
#B1A100	1602268200	137570	9	Chhattisgarh
#B1A100	1602354600	140258	9	Chhattisgarh
#B1A100	1602441000	142372	9	Chhattisgarh
#B1A100	1602527400	145247	9	Chhattisgarh
#B1A100	1602613800	147866	9	Chhattisgarh
#B1A100	1602700200	150696	9	Chhattisgarh
#B1A100	1602786600	153515	9	Chhattisgarh
#B1A100	1602873000	155987	9	Chhattisgarh
#B1A100	1602959400	158502	9	Chhattisgarh
#B1A100	1603045800	160396	9	Chhattisgarh
#B1A100	1603132200	162772	9	Chhattisgarh
#B1A100	1603218600	165279	9	Chhattisgarh
#B1A100	1603305000	167639	9	Chhattisgarh
#B1A100	1603391400	170130	9	Chhattisgarh
#B1A100	1603477800	172580	9	Chhattisgarh
#B1A100	1603564200	174591	9	Chhattisgarh
#B1A100	1603650600	175959	9	Chhattisgarh
#B1A100	1603737000	177608	9	Chhattisgarh
#B1A100	1603823400	179654	9	Chhattisgarh
#B1A100	1603909800	181583	9	Chhattisgarh
#B1A100	1603996200	183588	9	Chhattisgarh
#B1A100	1604082600	185306	9	Chhattisgarh
#B1A100	1604169000	187270	9	Chhattisgarh
#B1A100	1604255400	188813	9	Chhattisgarh
#B1A100	1604341800	190513	9	Chhattisgarh
#B1A100	1604428200	192237	9	Chhattisgarh
#B1A100	1604514600	194499	9	Chhattisgarh
#B1A100	1604601000	196233	9	Chhattisgarh
#B1A100	1604687400	197991	9	Chhattisgarh
#B1A100	1604773800	199562	9	Chhattisgarh
#B1A100	1604860200	200937	9	Chhattisgarh
#B1A100	1604946600	202523	9	Chhattisgarh
#B1A100	1605033000	204202	9	Chhattisgarh
#B1A100	1605119400	205923	9	Chhattisgarh
#B1A100	1605205800	207740	9	Chhattisgarh
#B1A100	1605292200	209288	9	Chhattisgarh
#B1A100	1605378600	210004	9	Chhattisgarh
#B1A100	1605465000	210534	9	Chhattisgarh
#B1A100	1605551400	211644	9	Chhattisgarh
#B1A100	1605637800	213365	9	Chhattisgarh
#B1A100	1605724200	215413	9	Chhattisgarh
#B1A100	1605810600	217562	9	Chhattisgarh
#B1A100	1605897000	219404	9	Chhattisgarh
#B1A100	1605983400	221688	9	Chhattisgarh
#B1A100	1606069800	223436	9	Chhattisgarh
#B1A100	1606156200	225497	9	Chhattisgarh
#B1A100	1606242600	227326	9	Chhattisgarh
#B1A100	1606329000	229203	9	Chhattisgarh
#B1A100	1606415400	230956	9	Chhattisgarh
#B1A100	1606501800	232835	9	Chhattisgarh
#B1A100	1606588200	234725	9	Chhattisgarh
#B1A100	1606674600	235998	9	Chhattisgarh
#B1A100	1606761000	237322	9	Chhattisgarh
#B1A100	1606847400	239215	9	Chhattisgarh
#B1A100	1606933800	240863	9	Chhattisgarh
#B1A100	1607020200	242418	9	Chhattisgarh
#B1A100	1607106600	243997	9	Chhattisgarh
#B1A100	1607193000	245580	9	Chhattisgarh
#B1A100	1607279400	246809	9	Chhattisgarh
#B1A100	1607365800	248232	9	Chhattisgarh
#B1A100	1607452200	249699	9	Chhattisgarh
#A3A500	1588703400	1	10	Dadar Nagar Haveli
#A3A500	1588789800	1	10	Dadar Nagar Haveli
#A3A500	1588876200	1	10	Dadar Nagar Haveli
#A3A500	1588962600	1	10	Dadar Nagar Haveli
#A3A500	1589049000	1	10	Dadar Nagar Haveli
#A3A500	1589135400	1	10	Dadar Nagar Haveli
#A3A500	1589221800	1	10	Dadar Nagar Haveli
#A3A500	1589308200	1	10	Dadar Nagar Haveli
#A3A500	1589394600	1	10	Dadar Nagar Haveli
#A3A500	1589481000	1	10	Dadar Nagar Haveli
#A3A500	1589567400	1	10	Dadar Nagar Haveli
#A3A500	1589653800	1	10	Dadar Nagar Haveli
#A3A500	1589740200	1	10	Dadar Nagar Haveli
#A3A500	1589826600	1	10	Dadar Nagar Haveli
#A3A500	1589913000	1	10	Dadar Nagar Haveli
#A3A500	1589999400	1	10	Dadar Nagar Haveli
#A3A500	1590085800	1	10	Dadar Nagar Haveli
#A3A500	1590172200	1	10	Dadar Nagar Haveli
#A3A500	1590258600	2	10	Dadar Nagar Haveli
#A3A500	1590345000	2	10	Dadar Nagar Haveli
#A3A500	1590431400	2	10	Dadar Nagar Haveli
#A3A500	1590517800	2	10	Dadar Nagar Haveli
#A3A500	1590604200	2	10	Dadar Nagar Haveli
#A3A500	1590690600	2	10	Dadar Nagar Haveli
#A3A500	1590777000	2	10	Dadar Nagar Haveli
#A3A500	1590863400	2	10	Dadar Nagar Haveli
#A3A500	1590949800	2	10	Dadar Nagar Haveli
#A3A500	1591036200	3	10	Dadar Nagar Haveli
#A3A500	1591122600	4	10	Dadar Nagar Haveli
#A3A500	1591209000	8	10	Dadar Nagar Haveli
#A3A500	1591295400	12	10	Dadar Nagar Haveli
#A3A500	1591381800	14	10	Dadar Nagar Haveli
#A3A500	1591468200	19	10	Dadar Nagar Haveli
#A3A500	1591554600	20	10	Dadar Nagar Haveli
#A3A500	1591641000	22	10	Dadar Nagar Haveli
#A3A500	1591727400	22	10	Dadar Nagar Haveli
#A3A500	1591813800	26	10	Dadar Nagar Haveli
#93AA00	1591900200	30	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1591986600	30	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592073000	35	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592159400	36	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592245800	36	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592332200	45	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592418600	57	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592505000	58	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592591400	62	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592677800	68	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592764200	88	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592850600	91	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1592937000	120	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593023400	120	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593109800	155	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593196200	163	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593282600	177	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593369000	178	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593455400	203	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593541800	213	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593628200	215	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593714600	230	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593801000	257	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593887400	271	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1593973800	271	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1594060200	297	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1594146600	405	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1594233000	408	11	Dadra and Nagar Haveli and Daman and Diu
#93AA00	1594319400	411	11	Dadra and Nagar Haveli and Daman and Diu
