x	y	tooltip	showSelected1	showSelected2
1585247400	0	27/03/20 Cured= 0	Bihar	March 2020
1585247400	0	27/03/20 Cured= 0	Chandigarh	March 2020
1585247400	0	27/03/20 Cured= 0	Chhattisgarh	March 2020
1585247400	6	27/03/20 Cured= 6	Delhi	March 2020
1585247400	0	27/03/20 Cured= 0	Goa	March 2020
1585247400	0	27/03/20 Cured= 0	Gujarat	March 2020
1585247400	11	27/03/20 Cured= 11	Haryana	March 2020
1585247400	0	27/03/20 Cured= 0	Himachal Pradesh	March 2020
1585247400	1	27/03/20 Cured= 1	Jammu and Kashmir	March 2020
1585247400	3	27/03/20 Cured= 3	Karnataka	March 2020
1585247400	11	27/03/20 Cured= 11	Kerala	March 2020
1585247400	3	27/03/20 Cured= 3	Ladakh	March 2020
1585247400	0	27/03/20 Cured= 0	Madhya Pradesh	March 2020
1585247400	15	27/03/20 Cured= 15	Maharashtra	March 2020
1585247400	0	27/03/20 Cured= 0	Manipur	March 2020
1585247400	0	27/03/20 Cured= 0	Mizoram	March 2020
1585247400	0	27/03/20 Cured= 0	Odisha	March 2020
1585247400	0	27/03/20 Cured= 0	Puducherry	March 2020
1585247400	0	27/03/20 Cured= 0	Punjab	March 2020
1585247400	3	27/03/20 Cured= 3	Rajasthan	March 2020
1585247400	1	27/03/20 Cured= 1	Tamil Nadu	March 2020
1585247400	1	27/03/20 Cured= 1	Telengana	March 2020
1585247400	0	27/03/20 Cured= 0	Uttarakhand	March 2020
1585247400	11	27/03/20 Cured= 11	Uttar Pradesh	March 2020
1585247400	0	27/03/20 Cured= 0	West Bengal	March 2020
1585333800	1	28/03/20 Cured= 1	Andhra Pradesh	March 2020
1585333800	0	28/03/20 Cured= 0	Andaman and Nicobar Islands	March 2020
1585333800	0	28/03/20 Cured= 0	Bihar	March 2020
1585333800	0	28/03/20 Cured= 0	Chandigarh	March 2020
1585333800	0	28/03/20 Cured= 0	Chhattisgarh	March 2020
1585333800	6	28/03/20 Cured= 6	Delhi	March 2020
1585333800	0	28/03/20 Cured= 0	Goa	March 2020
1585333800	0	28/03/20 Cured= 0	Gujarat	March 2020
1585333800	12	28/03/20 Cured= 12	Haryana	March 2020
1585333800	0	28/03/20 Cured= 0	Himachal Pradesh	March 2020
1585333800	1	28/03/20 Cured= 1	Jammu and Kashmir	March 2020
1585333800	3	28/03/20 Cured= 3	Karnataka	March 2020
1585333800	11	28/03/20 Cured= 11	Kerala	March 2020
1585333800	3	28/03/20 Cured= 3	Ladakh	March 2020
1585333800	0	28/03/20 Cured= 0	Madhya Pradesh	March 2020
1585333800	25	28/03/20 Cured= 25	Maharashtra	March 2020
1585333800	0	28/03/20 Cured= 0	Manipur	March 2020
1585333800	0	28/03/20 Cured= 0	Mizoram	March 2020
1585333800	0	28/03/20 Cured= 0	Odisha	March 2020
1585333800	0	28/03/20 Cured= 0	Puducherry	March 2020
